"","document_name","Text","author","author_type","date_constructed","probability","year","additional_info","unique_ID","topic_name_short","author_category","nra_group","sentiment","energy_crisis","manual_annotation","paradigm_aspect"
"1057","14_NRA Report_Italy_EN_Cropped.json","Compared with 2012, Enis share fell by around one per cent, although it retains over twice the share of Edison, which  as in 2012  is the second largest operator. the gap between it and the third largest, Enel, has widened, as Enels share fell by one per cent. Edisons sales remained flat, at 7.5 G(m3), while Enels fell by one billion cubic metres, to 5.8 G(m3), with its share thus falling to 9.2% from the 10.5% recorded in 2012.","NRA Report","Italy",2014-01-01,1,2014,NA,15431,"Italy Energy Market Concentration","Regulators","Southern Europe",NA,0,FALSE,"other"
"1058","14_NRA Report_Poland_EN_Cropped.json","In 2013 over 89 000 consumers from A, B and C groups exercised the right to purchase electricity from the chosen supplier, while in G group their number amounted to 131 000. At the end of the year the growth in TPA customers was 52,6% in comparison with 2012 (39,4% for A, B and C groups and","NRA Report","Poland",2014-01-01,0,2014,NA,15796,"Italy Energy Market Concentration","Regulators","Eastern Europe",NA,0,FALSE,"liberal_objectives"
"1059","23_NRA Report_Italy_EN_Cropped.json","In 2022, the level of concentration in this market decreased further: the share of the top three companies (Eni, Engie Global Markets and Shell Energy Europe) was 25.3%, below the already low 27.9% calculated in 2021. The cumulative share of the top five companies (the three already mentioned plus Edison and Enel Global Trading) fell from 41.4% to 37.5%. The HHI index calculated on the wholesale market alone also fell from 501 to 450.","NRA Report","Italy",2023-01-01,0.898811486494012,2023,NA,33926,"Italy Energy Market Concentration","Regulators","Southern Europe",NA,0,FALSE,"liberal_objectives"
"1060","20_NRA Report_Italy_EN_Cropped.json","The share of domestic production held by Eni group companies also fell slightly in 2019, reaching 75.2% from 76.2% in the previous year (it was still 81.5% in 2016). In 2019, in fact, the companies of the Eni group extracted about 500 M(m3) less than 2018, thus recording a 12.6% decrease. The group remains the dominant operator of this segment with a decisive majority share, far ahead of the second corporate group, Royal Dutch Shell, which owns 11.3%. In contrast to the two previous years, in 2019 production of the latter slightly decreased by about 50 M(m3) (-7%) but, due to the higher overall reduction, its share rose to 14.6% from 13.9% in 2018. The production of the Edison Group, whose companies extracted about 14 M(m3) less gas than in 2018, also fell slightly (-4%). The share of the Edison group therefore rose to 7.4% from 6.8% last year. Gas Plus remained in fourth position, this year with a share slightly up to 2.3% from 2% in 2018.","NRA Report","Italy",2020-01-01,1,2020,NA,28114,"Italy Energy Market Concentration","Regulators","Southern Europe",NA,0,FALSE,"realist_instruments"
"1061","22_NRA Report_Italy_EN_Cropped.json","The GME, in line with the guidelines expressed by the Authority and following a consultation of its operators, introduced, between January and February 2018, a number of measures to encourage the development of liquidity in the natural gas markets it manages and, in particular, in the spot market. Of particular importance has been the creation of market making figures, i.e. entities (so-called liquidity providers) who undertake, in return for an economic advantage, to maintain in the market, at the same time, sale and purchase offers contained within a predefined price differential; liquidity providers operate in day-ahead trading. To the liquidity providers that have carried out the market making activity in compliance with the terms, modalities and conditions provided, for a calendar month, the GME recognises a fixed fee equal to 160  for each useful session and a fee equal to 0.01 /MWh for each MWh traded on the MGP-GAS for the daily product G+1. 2018 also saw the integration of the markets operated by the GME within the Trayport platform, where the main foreign markets were already present, a measure that allows users to optimise their trading activities by operating simultaneously on several markets from a single trading platform.","NRA Report","Italy",2022-01-01,1,2022,NA,31859,"Italy Trading","Regulators","Southern Europe",NA,0,FALSE,"liberal_instruments"
"1062","240613_EP and Council_Regulation_OJ_L_202401789_EN_TXT.json","In order to effectively engage in the joint purchasing of natural gas and conclude natural gas agreements with suppliers, undertakings are able to create consortia or enter into other forms of cooperation with the purpose of jointly negotiating certain conditions of the purchase, such as volumes, delivery conditions of the purchase points and time, within the limits laid down in Union law. Undertakings engaging in joint purchasing should, however, ensure that the information directly or indirectly exchanged is limited to what is strictly necessary to achieve the objective pursued. The set-up and implementation of joint purchasing under this Regulation should be carried out in accordance with Union competition rules, in particular Articles 101 and 102 TFEU.","EP & Council","Regulation",2024-06-13,0.777562048523542,2024,"OJ_L_202401789_EN_TXT.json",9906,"Joint Purchasing","EU Institutions","Other",NA,1,FALSE,"liberal_instruments"
"1063","221018_Commission_Proposal for a Council Regulation_cellar_6104f668-4f01-11ed-92ed-01aa75ed71a1.0001.02_DOC_1.json","Whilst more than one gas purchasing consortium may be formed, the most effective option would be to form a single gas purchasing consortium encompassing as many companies as possible to aggregate demand through the Service provider and designed in a way that is compatible with EU competition law. Additionally, joining forces into a single gas purchasing consortium will bring strengthened Union negotiation power into the market and enable advantageous conditions that would hardly be achieved by smaller Union undertakings or in case of acting in a more fragmented manner.","Commission","Proposal for a Council Regulation",2022-10-18,1,2022,"cellar_6104f668-4f01-11ed-92ed-01aa75ed71a1.0001.02_DOC_1.json",7538,"Joint Purchasing","EU Institutions","Other",NA,1,FALSE,"liberal_instruments"
"1064","220616_Bruegel_Policy Contribution_How to make the EU Energy Platform an effective emergency tool.json","Joint gas purchasing could serve different objectives. The first could be to create monopsony power in relation to Gazprom, protecting the European market against the exploitation of Russian market power. More broadly, Europe could act as a monopsony in relation to all gas exporters with significant market power, usually state-dominated national champions3. In the shorter-term, coordination between EU countries might also be useful to prevent overbidding (including via political concessions) to secure gas volumes. A joint platform might provide a framework for contracts between foreign and European companies for gas volumes enabled by national and European outreach to foreign governments. Joint procurement might also reduce risk premia for smaller buyers and, finally, some mutualisation of gas import costs might be politically desirable to ensure solidarity in the gas crisis. Not all of these objectives can be delivered by a single instrument.","Bruegel","Policy Contribution",2022-06-16,0.943418205561979,2022,"How to make the EU Energy Platform an effective emergency tool.json",3719,"Joint Purchasing","Thinktanks","Other",NA,1,FALSE,"realist_instruments"
"1065","230807_Eurogas_-DEF-European-Hydrogen-Bank-Eurogas-position.json","Additionally, it should be noted that the objective of the AggregateEU is according to the EC: to contribute to the security of supply (both in terms of volume and affordability), with a focus on LNG. The applicability and necessity of a system similar to the AggregateEU  which has been designed as an emergency solidarity measure  remains questionable for hydrogen.","Eurogas",NA,2023-08-07,0.722423898366747,2023,NA,11158,"Joint Purchasing","Eurogas","Other",NA,1,FALSE,"realist_objectives"
"1066","240613_EP and Council_Regulation_OJ_L_202401789_EN_TXT.json","Demand aggregation is able to ensure more equal access for undertakings across Member States to new or additional natural gas sources and lead to competitive contractual conditions for the purchase of natural gas from Member States and third countries, to the benefit of final customers. Demand aggregation should continue to support also those undertakings that were previously purchasing natural gas only or mainly from a single supplier by helping them to obtain natural gas supplies from alternative natural gas suppliers or providers in advantageous conditions. Demand aggregation could improve the position of such undertakings on the global LNG markets.","EP & Council","Regulation",2024-06-13,0.992205280468227,2024,"OJ_L_202401789_EN_TXT.json",9899,"Joint Purchasing","EU Institutions","Other",NA,1,FALSE,"liberal_instruments"
"1067","230928_Commission_Report_CELEX_52023DC0547_EN_TXT.json","Given the persisting risks mentioned above, the market players interest, and potential for benefits of the joint purchasing and solidarity mechanism, the Commission is considering whether to propose prolonging some or all measures of the Regulation and how some of the measures in it could be integrated in a more structural way.","Commission","Report",2023-09-28,0.375971955431787,2023,"CELEX_52023DC0547_EN_TXT.json",7853,"Joint Purchasing","EU Institutions","Other",NA,1,FALSE,"liberal_instruments"
"1068","221018_Commission_Proposal for a Council Regulation_cellar_6104f668-4f01-11ed-92ed-01aa75ed71a1.0001.02_DOC_1.json","In order to ensure that joint purchasing may contribute to filling gas storages in line with the intermediary targets set out in Regulation (EU) 2022/1032, Member States should take appropriate measures to ensure that natural gas undertakings under their jurisdiction use the process organised by the service provider as one possible means to meet the filling targets.","Commission","Proposal for a Council Regulation",2022-10-18,0.326767455198088,2022,"cellar_6104f668-4f01-11ed-92ed-01aa75ed71a1.0001.02_DOC_1.json",7535,"Joint Purchasing","EU Institutions","Other",NA,1,FALSE,"liberal_instruments"
"1069","230928_Commission_Report_CELEX_52023DC0547_EN_TXT.json","Conclusion: It would be worthwhile considering how further efforts to provide tailored, affordable financial support 7 in the form of guarantees and other instruments can be envisaged. This could ensure more active participation of smaller gas companies and energy-intensive industry in the joint purchasing mechanism, as these should be the main beneficiaries of the EU Energy Platform.","Commission","Report",2023-09-28,0.949058886798705,2023,"CELEX_52023DC0547_EN_TXT.json",7806,"Joint Purchasing","EU Institutions","Other",NA,1,FALSE,"liberal_instruments"
"1070","230928_Commission_Report_CELEX_52023DC0547_EN_TXT.json","'1. Participation in the demand aggregation and joint purchasing shall be open and transparent to all natural gas undertakings and undertakings consuming gas established in the Union regardless of the volume requested. Natural gas undertakings and undertakings consuming gas shall be precluded from participating as suppliers, producers and purchasers in demand aggregation and joint purchasing, if they are: (a) targeted by Union restrictive measures adopted pursuant to Article 215 TFEU, in particular Union restrictive measures adopted in view of Russias actions destabilising the situation in Ukraine, or in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine; (b) directly or indirectly owned or controlled by, or acting on behalf or at the direction of natural or legal persons, entities or bodies targeted by such Union restrictive measures; or c) directly or indirectly owned or controlled by, or acting on behalf or at the direction of the Russian Federation or its Government or by any Russian natural or legal person or entity or body established in Russia.'","Commission","Report",2023-09-28,0,2023,"CELEX_52023DC0547_EN_TXT.json",7809,"Joint Purchasing","EU Institutions","Other",NA,1,FALSE,"realist_instruments"
"1071","181212_Friends of the Earth_pipedream-debunking-myths-croatias-krk-gas-terminal.json","The Krk LNG terminal is at the heart of an even bigger cluster project which aims to connect the terminal to other countries, particularly Hungary, via new pipelines. There is much less known about detrimental impacts that occur during the transport of gas than those that result from its extraction. However, pipelines and compressor stations are known to be the source of significant environmental and health impacts for workers and local communities:50","Friends of the Earth",NA,2018-12-12,1,2018,"pipedream-debunking-myths-croatias-krk-gas-terminal.json",11793,"KRK LNG Terminal","Climate Lobby","Other",NA,0,FALSE,"other"
"1072","21_NRA Report_Croatia_EN_for 20_Cropped.json","In 2020, activities related to project implementation and construction of the terminal for liquefied natural gas continued, and were completed by the end of the year. The arrival of the floating storage and regasification unit (FSRU) LNG CROATIA at the LNG terminal on the island of Krk in early December 2020 was followed by preparatory work required to put the terminal in service, which included testing all technical systems of the vessel and the onshore part of the LNG terminal in order for the LNG terminal to begin its commercial activities on 1 January 2021.","NRA Report","Croatia",2021-01-01,1,2021,"for 20",28966,"KRK LNG Terminal","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1073","181212_Friends of the Earth_pipedream-debunking-myths-croatias-krk-gas-terminal.json","LNG Croatia d.o.o. says that the Krk LNG terminal will increase market opportunities for market players in central and south eastern Europe, and their competitiveness in the region.82 But if the project truly were so useful and lucrative, it would surely attract many energy market players (ie gas operators, energy providers, big gas consumers like petrochemical companies) interested in booking capacity at the terminal, as well as investors (ie private banks) eager to assist LNG Croatia d.o.o. gather the necessary funds to develop it.","Friends of the Earth",NA,2018-12-12,1,2018,"pipedream-debunking-myths-croatias-krk-gas-terminal.json",11810,"KRK LNG Terminal","Climate Lobby","Other",NA,0,FALSE,"liberal_objectives"
"1074","22_ENTSOG_Summer Supply_Outlook.json","In Southern Europe, in order to maximise imports from the Caspian region and North Africa the internal infrastructure in Italy is used at maximum capacities, as well as the interconnections towards Austria and Slovenia. Interconnection between Croatia to Hungary is also at its maximum to provide gas coming from the Croatian LNG terminal.","ENTSOG","Summer Supply_Outlook.json",2022-01-01,0,2022,NA,8538,"KRK LNG Terminal","Regulators","Other",NA,1,FALSE,"realist_instruments"
"1075","181212_Friends of the Earth_pipedream-debunking-myths-croatias-krk-gas-terminal.json","Following the recent downsizing of the project in May 2018,77 LNG Croatia d.o.o. claims that the Krk LNG floating terminal would only cost around 250 million.78 This gives the impression of it being a compromise solution, compared to the much bigger and more expensive 600 million onshore option.79 There is good reason to question the choice of investing 250 million  not a marginal sum for Croatia  in a fossil fuel project rather than in renewable or energy efficiency projects, but it must also be pointed out that this sum is just the tip of the iceberg. The Krk LNG terminal is the central part of a much larger cluster project aimed at building large pipelines to connect the terminal to the Croatian gas grid and to neighbouring countries.","Friends of the Earth",NA,2018-12-12,1,2018,"pipedream-debunking-myths-croatias-krk-gas-terminal.json",11809,"KRK LNG Terminal","Climate Lobby","Other",NA,0,FALSE,"realist_instruments"
"1076","21_NRA Report_Croatia_EN_for 20_Cropped.json","The total value of the investment is estimated at EUR 233.6 million. The financial framework includes a grant from the European Commission in the amount of EUR 101.4 million, a grant awarded following a decision of the Croatian Government from 30 January 2019 to finance the first phase of the floating LNG terminal on the island of Krk in the amount of EUR 100 million, while a smaller part of the investment in the amount of EUR 32.2 million was financed by the co-owners of the terminal  energy entities HEP d.d. and  d.o.o.","NRA Report","Croatia",2021-01-01,1,2021,"for 20",28969,"KRK LNG Terminal","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1077","16_NRA Report_Lithuania_EN_Cropped.json","UAB Lietuvos Duj Tiekimas stores in the Inukalns storage facility the quantity of natural gas that is needed to supply with gas residents and those non-household consumers, which have signed agreements on uninterruptible supply of natural gas, for the time period set by the state according to the agreement signed with Latvijas Gaze AS.","NRA Report","Lithuania",2016-01-01,0.960653675673571,2016,NA,19832,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"realist_instruments"
"1078","23_NRA Report_Latvia_EN_for 22_Cropped.json","On 3 April 2017, the natural gas market in Latvia was opened. All the natural gas users have the right to freely choose a natural gas trader. In 2022, 33 companies were registered as natural gas traders, of which 22 were active in 2022. In 2022, 9,296 GWh of natural gas were imported by the incumbent JSC Latvijas Gze and other traders.","NRA Report","Latvia",2023-01-01,0,2023,"for 22",34097,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"liberal_framework"
"1079","17_NRA Report_Lithuania_EN_Cropped.json","In 2016, the largest share of market in terms of the amounts of natural gas sold on the grounds of bilateral agreements was held by Achema, AB, which took 66.6 percent of the market share. The market share of the said undertaking increased by 12.89 percentage point as compared to 2015. In 2016, the market shares held by Lietuvos duj tiekimas, UAB and Litgas, UAB decreased by 3.68 and 8.81 percentage point respectively as compared to 2015.","NRA Report","Lithuania",2017-01-01,0,2017,NA,22138,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1080","15_NRA Report_Lithuania_EN_Cropped.json","UAB Lietuvos duj tiekimas under the agreement with Latvijas Gaze AS stores at Inukalns storage facility the amount of natural gas that is needed to supply with gas those household customers and non-household consumers, which have signed the agreements on the uninterruptible supply of natural gas, for the time period set by the State.","NRA Report","Lithuania",2015-01-01,0.970156396806384,2015,NA,17853,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"realist_instruments"
"1081","23_NRA Report_Latvia_EN_for 22_Cropped.json","The task of the gas storage facility is to ensure a constant supply of gas to consumers, regardless of the seasonal changes in its consumption, by injecting natural gas in summer and withdrawing it in winter. The Incukalns UGS is the only functioning underground gas storage facility in the Baltic States. Natural gas from the underground facility is delivered to Latvian consumers, as well as supplied to Estonia, Lithuania and Finland, and through the Lithuania-Poland new interconnection (GIPL) to Central Europe. The creation of the FinEstLat regional gas market has boosted network users interest in storage. EstoniaFinland interconnection (Balticconnector) opened at the beginning of 2020, ensured the additional withdrawal of natural gas from the Incukalns UGS for supply to Finnish customers. In 2022, about 13,772 GWh of natural gas was supplied to other countries.","NRA Report","Latvia",2023-01-01,0,2023,"for 22",34099,"Latvia & Lithuania","Regulators","Eastern Europe",NA,1,FALSE,"realist_instruments"
"1082","22_NRA Report_Lithuania_EN_Cropped.json","On 1 January 2020 UAB ""GET Baltic"", the regional gas exchange operating in the Lithuanian, Latvian and Estonian markets, has successfully launched its operations in Finland, becoming the single regional trading platform for the gas markets of the Baltic States and Finland. 7 956 662 MWh of natural gas was traded on the natural gas exchange of UAB ""GET Baltic"" in 2021.","NRA Report","Lithuania",2022-01-01,0,2022,NA,32110,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"liberal_institutions"
"1083","14_NRA Report_Lithuania_EN_for 13_Cropped.json","In 2013, as compared to 2012, the participants of the natural gas import market imported by 18.7 percent less of natural gas. The decline of the prices of the alternative types of fuel (heavy fuel oil with 1 percent sulphur content and 0.1 percent gas oil) and the weakening of the US dollar against Litas resulted in 5.4 percent lower weighted price of the natural gas import as compared to 2012.","NRA Report","Lithuania",2014-01-01,0,2014,"for 13",15616,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1084","23_NRA Report_Estonia_EN_for 22_Cropped.json","Figure 16 presents components of the natural gas price for household consumers in 2022, when the cost price of natural gas constitutes 66%. In 2020 the share of cost price of gas was 49%. This change in the share of price components over the past year has been driven by the military action of the Russian Federation and Belarus in Ukraine, which led to major restructuring of the natural gas market.","NRA Report","Estonia",2023-01-01,0,2023,"for 22",33301,"Latvia & Lithuania","Regulators","Eastern Europe",NA,1,FALSE,"realist_objectives"
"1085","21_NRA Report_Lithuania_EN_Cropped.json","In 2020, the NERC approved the rates applied by the natural gas DSO AB Energijos skirstymo operatorius, AB agro firm Josvainiai, UAB Fortum Heat Lietuva, and UAB SG dujos for the connection of the systems of new household consumers to the natural gas networks that entered into force on 1 May 2020 and the rates applied by UAB Intergas for the connection of the systems of new household consumers to the natural gas networks that entered into force on 1 June 2020. The tariff for the connection of household consumer systems to the natural gas","NRA Report","Lithuania",2021-01-01,0,2021,NA,30299,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1086","16_NRA Report_Lithuania_EN_Cropped.json","Pursuant to points 48 of Article 2 of Regulation (EU) No 1227/2011, market participants (natural and legal persons) concluding transactions in one or more wholesale energy markets where wholesale energy products are traded, including natural gas supply contracts, and the consumption whereof is above 600 GWh, are attributed to the wholesale energy market. According to the NCC data, there were 8 legal persons whose actual natural gas consumption exceeded 600 GWh in the natural gas sector: AB Klaipdos Energija, UAB Vilniaus Energija, UAB Kauno Termofikacijos Elektrin, AB Lietuvos Energijos Gamyba, AB Achema, AB iauli Energija, AB Panevio Energija and UAB Litesko. Transactions concluded by these companies in the Lithuanian gas market are attributed to the wholesale natural gas supply market. In 2015, UAB Lietuvos Duj Tiekimas, UAB Dujotekana and UAB Grata Group sold imported natural gas or gas acquired from other suppliers not only to end users, but also to other suppliers, who resold the acquired natural gas to end users.","NRA Report","Lithuania",2016-01-01,0,2016,NA,19894,"Latvia & Lithuania","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1087","141210_OSW_Breaking the boundaries. The transformation of Central European gas markets.json","According to the vision of creating a common gas market being promoted at EU level (the so-called Gas Target Model), the national gas markets should merge into larger, closely linked market areas. A tendency to regionalisation can also be observed in Central Europe, where there have been projects to create a common trading region made up of Austria, the Czech Republic and Slovakia; as well as a concept of a regional gas market made up of the Visegrad Group states (Poland, the Czech Republic, Slovakia, Hungary). Nevertheless, the progress in creating a regional market in Central Europe remains slow, and its results are still uncertain. The gas markets in different countries are at different levels of development, and have distinct characters. An obstacle to their deeper integration may be the concern that individual countries will reduce profits from gas transit, and that some of them may wish to maintain control over their sales prices for individual customers. Therefore, it cannot be ruled out that Central European countries will evolve into satellite markets, and instead of creating well-functioning regional market they will become individually attached to the more liquid hubs in","OSW",NA,2014-12-10,0,2014,"Breaking the boundaries. The transformation of Central European gas markets",55945,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_framework"
"1088","141200_OIES_The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players.json","In contrast to the pre-2008 situation of a collection of national markets, each liberalising under its own model and at its own speed (tolerated under the First and Second Gas Directives and Gas Regulation 1775), the creation of a single EU gas market under the Third Package required an end-point of the liberalisation journey to be defined and agreed upon by all stakeholders. Prompted by the Madrid Forum in 2010, the Council of European Energy Regulators (CEER) produced a Vision for a European Gas Target Model (GTM), which was endorsed by the 21st Madrid Forum in March 2012.87","OIES",NA,2014-12-01,0,2014,"The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players",37144,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_framework"
"1089","210700_OIES_A Phantom Menace Is Russian LNG a Threat to Russiaâ€™s Pipeline Gas in Europe.json","Although the 2013 amendment to the Law on Gas Exports was a partial liberalisation, insofar as it removed Gazproms monopoly on LNG exports aside from the exemptions granted to grandfathered PSAs, it was accurately described as a limited liberalisation. 40 As our OIES colleague, Tatiana Mitrova, noted at the time: the law merely legalised exemption from Gazproms export monopoly for two companies, namely Novatek and Rosneft.41 Given that the term liberalisation could be misleading in this case, it is perhaps better to describe the new policy as managed competition for access to export, since the scope of the law was limited to allowing LNG exports from carefully selected projects.","OIES",NA,2021-07-01,0,2021,"A Phantom Menace Is Russian LNG a Threat to Russiaâ€™s Pipeline Gas in Europe",48160,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_instruments"
"1090","141200_OIES_The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players.json","For the period up to 2008, Britain and Continental Europe must be discussed separately for two reasons. 89 Firstly liberalisation policy, legislation and regulation was implemented much earlier in Britain, and hence the key transformative dynamics unfolded much earlier than in the rest of Europe. Secondly, until the opening of the Bacton  Zeebrugge Interconnector pipeline (IUK) in October 1998, the UK gas market was physically separate from that of Continental Europe.90","OIES",NA,2014-12-01,0,2014,"The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players",37149,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_framework"
"1091","141200_OIES_The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players.json","Distinct from long distance transmission companies were the local (merchant) distribution companies which both owned the low pressure networks and supplied gas to (mostly) residential and small commercial end-users. In Britain there were no such local distribution companies (which had been abolished when the gas industry was nationalised) with the British Gas Corporation (BGC) as the sole transmission, distribution and sales organisation. In France, Gaz de France was in a similar position apart from in the south west of the country and a few major cities. But in countries such as Germany","OIES",NA,2014-12-01,1,2014,"The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players",37124,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_framework"
"1092","141200_OIES_The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players.json","In January 2007, after a one and a half year investigation, the EU DG Competition report on the Energy Sector Inquiry was published. On virtually every measure which it examined  market concentration (market power), vertical foreclosure (inadequate unbundling), market integration (including regulatory oversight), transparency, price formation, downstream markets, balancing markets, and liquefied natural gas  DG COMP found competitive conditions in (electricity and) gas markets to be somewhere between inadequate and unsatisfactory.82","OIES",NA,2014-12-01,0,2014,"The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players",37138,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_instruments"
"1093","141200_OIES_The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players.json","In October 1998 the Bacton Zeebrugge Interconnector pipeline (IUK) commenced operation, connecting the newly liberalised British gas market with Continental Europe.17 The pipeline is able to switch its flow direction in response to the nominations of its capacity owners. Figure 5 shows the daily flows through this pipeline between October 1998 and June 2009.","OIES",NA,2014-12-01,0,2014,"The Dynamics of a Liberalised European Gas Market â€“ Key determinants of hub prices, and roles and risks of major players",37039,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_instruments"
"1094","200000_Clingendael_Book_The Political-Economic Dimension of Transformations in EU-Russia Gas Trade Mechanisms.json","In this context, it is particularly important to analyse developments in the US in greater detail. The US was taken as a model by proponents of gas market liberalisation because for most of the 1990s it was able to showcase gas prices that were not only remarkably stable, but also measurably lower than in Continental Europe. Most importantly, this did not only apply to retail prices (in the formation of which network costs and taxes play a key role), but also to wholesale prices, the level of which is more illustrative of rents captured by gas producers and importers. Whether the lower wholesale prices observed in the US in the 1990s (and, subsequently, after 2006) were fully attributable to liberalisation is, however, open for discussion.","Clingendael","Book",2020-01-01,0,2020,"The Political-Economic Dimension of Transformations in EU-Russia Gas Trade Mechanisms.json",5663,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_framework"
"1095","200600_OIES_Can the current EU regulatory framework deliver decarbonisation of gas.json","The role of competition authorities in the liberalisation process should not be underestimated. Both the Commission and national competition authorities have assisted liberalisation via the application of competition law, in parallel with legislative efforts. For example, DG Competition pursued cases against a number of European gas companies from the early 2000s onwards,197 including Gasunie of the Netherlands198 , Gaz de France,199 200 Ruhrgas of Germany,201 202ENI of Italy,203 OMV of Austria204 , and Distrigas of Belgium. It has also pursued cases against suppliers such as the Norwegian Gas Coordinating Committee (GFU) 205 , Algeria 206 and Gazprom. 207 National authorities such as the Bundeskartellamt in Germany also pursued cases against gas companies. 208 In all these cases competition authorities either agreed or imposed remedies which had similar effects to the efforts proposed by legislation, for example ensuring effective third party access to networks and competition between suppliers to customers. Thus, development of regulatory frameworks and the application of competition law should be seen as important and complementary factors.","OIES",NA,2020-06-01,1,2020,"Can the current EU regulatory framework deliver decarbonisation of gas",46624,"Liberalisation","Thinktanks","Other",NA,0,FALSE,"liberal_instruments"
"1096","16_NRA Report_Lithuania_EN_Cropped.json","Transmission System of the 6th priority axis Development of Infrastructure of Sustainable Transport and Main Networks, funding another part of investment project value from own funds of the TSO. Provided that the support from the European Regional Development Fund will account for 50 percent of all eligible costs of a respective project in the funding structure of each project, the NCC approved 5 investment projects of AB Amber Grid:","NRA Report","Lithuania",2016-01-01,0.587863965988868,2016,NA,19874,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1097","14_NRA Report_Lithuania_EN_for 13_Cropped.json","In 2013, the Commission set the natural gas distribution price cap to AB Lietuvos dujos for the regulation period of  at LTL 229.78 per thousand. m which, as compared with the distribution price cap valid in 2013, is higher by 28.1 percent. The reasons of the adjustment in the natural gas distribution price cap of AB Lietuvos dujos  the decreasing projected quantities of the distributed natural gas and the planned investments.","NRA Report","Lithuania",2014-01-01,0.802066370898816,2014,"for 13",15647,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1098","21_NRA Report_Lithuania_EN_Cropped.json","Transmission price discount may be applied at the entry point of Klaipda GMS (LNG terminal), as well as at the points of entry from the infrastructure designed in order to eliminate the exclusion of the gas transmission systems of the Member States, and at the points of exit to such infrastructure in order to enhance the security of energy supply and to promote the competitiveness of the natural gas market. In view of this, in 2021, the NERC approved the 75% discount applied to the entry point of Klaipda GMS offered by AB Amber Grid, and provided","NRA Report","Lithuania",2021-01-01,0.871750822573495,2021,NA,30287,"Lithuania Gas market","Regulators","Eastern Europe",NA,1,FALSE,"liberal_instruments"
"1099","14_NRA Report_Lithuania_EN_for 13_Cropped.json","In the implementation of the function of the NCC provided for in the Law on Natural Gas to supervise the unbundling of accounting in order to avoid cross subsidizing of activities, the NCC approved the Description of Requirements for the Unbundling of Accounting of Natural Gas Companies, Allocation of Costs and Accounting Unbundling-Related Requirements. The said Description establishes:","NRA Report","Lithuania",2014-01-01,0,2014,"for 13",15711,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1100","15_NRA Report_Lithuania_EN_Cropped.json","In accordance with the data submitted by AB Amber Grid as the administrator of the payments of the security component, the reimbursable amount in 2015 was set at LTL 49 971 491.2. Having taken into account the reimbursable amounts, in 2015 the security components will be reduced to the natural gas customers of Lithuania up to 7.41 Lt/MWh or 77.06 Lt/thousand m3.","NRA Report","Lithuania",2015-01-01,0.940480982265191,2015,NA,17870,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"other"
